Index,IPA
251,ɟɦut ɟɦɐmelɐ nɐ͡ɪ̯।
252,"o, t̪ɐ͡ɪ̯le khɐ͡o̯wɐ-d̪ɐ͡o̯ mɐnuʃe koɾɐe̯ bɦɐlobɦɐbe?"
253,khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ koɾɐe̯ t̪o।
254,kɔ͡ɪ̯l kɐɾ bɐɽɪt̪o khɐ͡ɪ̯cen?
255,ko͡ɪ̯l?
256,phul cɐcɐɾ bɐɽɪt̪o।
257,"o, t̪ɐɾ ɐgeɾ d̪ɪn?"
258,hɐnɪpeɾ bɐɽɪt̪o।
259,"hum, t̪ɐɾpɔɾe ɟɪlɪleɾ hoɾe bɐɽɪt̪o khɐ͡ɪ̯cen?"
260,ɟulɪleɾ bɐɽɪt̪o khɐc।
261,kɐɾ bɐɽɪt̪o kemon khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ ko͡ɪ̯ɾlen?
262,bɦɐloe̯ khɪlɐ͡ɪ̯ce।
263,kɐɾ bɐɽɪt̪o kemon?
264,ʃɔbɐɾe bɐɽɪt̪e bɦɐloe̯ khɪlɐ͡ɪ̯ce।
265,"t̪ɐɾmɔd̪d̪e kɐɾ, kɐɾ bɐɽɪt̪o khɐ͡o̯wɐ bɦɐlo ho͡ɪ̯ce?"
266,"kon ɾɐnnɐtɐ kemon koɾɪce, kɪ ʃɔbʃɐcɐɾ, kɔ͡o̯ d̪ekhɔŋ।"
267,kon ɾɐnnɐtɐ kemon ho͡ɪ̯ce?
268,ɟulɪleɾ bɐɽɪt̪o kɪ kɪ khɪlɐ͡ɪ̯ce?
269,"mɐc, goʃ।"
270,"dɛ͡ɪ̯l, bɦɐt̪।"
271,"t̪ɐ͡ɪ̯le ɪjɐ, khɐ͡o̯wɐ ʃɔbcɐ͡ɪ̯t̪e kɐɾ bɐɽɪt̪o bɦɐlo ho͡ɪ̯ce?"
272,"ɾeɟɐɾ bɐɽɪt̪o, nɐ hɐnɪph ɟɐd̪ɪɾ bɐɽɪt̪o nɐ phɔɾuɾd̪ɪn ɟɛɾ bɐɽɪt̪o?"
273,"kɐɾ bɐɽɪt̪o khɐ͡o̯wɐ bɦɐlo ho͡ɪ̯ce, kɔ͡o̯ d̪ekhɔŋ?"
274,"mu͡ɪ̯ khɐlɪ dɪm ɐɾ mɐc, kɐɾ bɐɽɪt̪o?"
275,khɐ͡ɪ̯cɔŋ।
276,"goʃt̪o khɐ͡ɪ̯t̪e pɐɾɪ nɐ͡ɪ̯, ʃɔkt̪o!"
277,ʃɔkt̪o?
278,<> gɐ͡ɪ̯-gɔɾuɾ goʃt̪o ɟɔɾo nɔɾom hɔe̯?
279,"nɐ, gɐ͡ɪ̯-gɔɾuɾ goʃ, buɽɐ goɾuɾ goʃ nɐ͡ɪ̯?"
280,ʃɔkt̪o।
281,ɐɾ otɐ ɟɐl d̪e͡o̯wɐ lɐge mɛlɐɟ।
282,"ho, khɐ͡ɪ̯t̪e pɐɾɪ nɐ͡ɪ̯, ekhono khɐ͡ɪ̯t̪e pɐɾɪ nɐ͡ɪ̯।"
283,"ɛkon ɪpt̪ɐɾ t̪o, mɐŋcɪd̪e kɔɾɐ hɔe̯, nɐkɪ?"
284,"ɪpt̪ɐɾ kemon hɔe̯, kɪ ʃɔbʃɐcɐɾ?"
285,"kɔe̯ tɐkɐɾ koɾɪ ɪpt̪ɐɾ koɾen, put̪ɪd̪ɪn?"
286,"pɐʃʃɐɾe, chojʃo।"
287,ɪjɐɾ ɐgeɾbɐɾ bɦɐlo ho͡ɪ̯cɪl nɐ e͡ɪ̯bɐɾ bɦɐlo hobɐɾ nɐge?
288,konbɐɾ bɦɐlo hobɐɾ nɐge?
289,ɐgeɾbɐɾe <> e͡ɪ̯t̪ɐ͡o̯-tejɐ͡o̯ kɪchɪlo।
290,"ɐll-tɐpel, mɐlɐ-tɐltɐ kɪchɪlo?"
291,"ho, ebɐɾ t̪o e͡ɪ̯gɐ͡o̯ nɐ͡ɪ̯।"
292,ebɐɾ d̪ɐm beʃɪ nɐ?
293,e͡ɪ̯bɐɾ d̪ɐm beʃɪ ɟɔmɔe̯ e͡ɪ̯ ʃɔmoʃʃɐtɐ।
294,e͡ɪ̯bɐɾ t̪o ʃɔɟɔb ɟɪnɪʃeɾ d̪ɐm nɐjɐe̯ beʃɪ?
295,o͡ɪ̯ d̪ɐmeɾ kɐʃe ɟɦɐmelɐtɐ beʃɪ ɐɾ kɪ।
296,ʃɔbɐ͡ɪ̯
297,o͡ɪ̯bɦɐbe ɐɾ kɪc khɐbɐɾ pɐe̯ nɐ।
298,"t̪ɐ ɛkhon, ɪjɐ ɟɛɾ ʃɐt̪e kɔt̪ɐ hɔe̯?"
299,mɐhbub ɟɛttɐɾ ʃɐt̪e?
300,"ho, ge͡ɪ̯t̪e-ɐʃt̪e kɔt̪ɐ hɔe̯।"
301,<> ʃɐt̪e kɔt̪ɐ hɔe̯ nɐ?
302,<> ʃɐt̪e͡ɪ̯ kɔt̪ɐ hɔe̯ nɐ͡ɪ̯?
303,"ʃɐjɐg, ʃelɪl?"
304,"oɾɐ ɐgot̪ khɐ͡ɪ̯ce ɐɾ, elɐ hɔe̯ nɐ ɐɾ kɔt̪ɐ?"
305,"ɾeɟɐ ɐɾ ʃɐjg, <> kɐce ɐɾ o͡ɪ̯ ʃɐjgɐɾ kɐce।"
306,tɐkɐ?
307,ʃɐjɐgeɾ kɐce d̪ɛco।
308,ʃɐjgɐɾ ʃɐt̪e kɔt̪ɐ kobu?
309,"ɐccɐ ho͡u̯k kɔt̪ɐ ko͡ɪ̯ʃ elɐ, ʃɔmoʃʃɐ nɐ͡ɪ̯, kɔjɐ d̪e͡ɪ̯m elɐ।"
310,kɪnt̪u ɛkon
311,"o͡ɪ̯ ɪjɐ ɐ͡ɪ̯ʃe nɐ, nɐ?"
312,kɛdɐ?
313,"o͡ɪ̯ ɟe bɔkkɔɾ hɐmɐɾ ɛtet̪, mɐmɟɪd̪ nɐmɐd̪ pɔɽe nɐ?"
314,bɔkkɔɾ pɔɽe nɐ?
315,"kɛ, pɔɽe nɐ kɛ?"
316,kɔɾt̪ɪ kɪ ujɐɾ?
317,ode ɟɐe̯।
318,kɪntɐt̪?
319,o͡ɪ̯ bɐɟɐɾeɾtɐt̪ nɐ o͡ɪ̯t̪ɐ?
320,"nɐ, o͡ɪ̯t̪ɐt̪।"
321,"<> thɪkbɦɐbe ɟɐe̯ nɐ,nɐ?"
322,ɔt̪o beʃɪ?
323,"nɐ, put̪ɪd̪ɪne ɟɐe̯ nɐ।"
324,"put̪ɪd̪ɪne ɟɐe̯ nɐ, nɐ?"
325,"mɐɟɐmd̪d̪d̪e ɟɐe̯, ɟɐe̯ nɐ।"
326,"t̪ɐ bɐd̪e o͡ɪ̯ khɐɟɐ͡o̯ t̪o ɐ͡ɪ̯ʃe ɛkn ete, nɐ?"
327,khɐɟɐ ɐ͡ɪ̯ʃe।
328,"khɐɟɐ ɐ͡ɪ̯ʃe, t̪ɐ͡ɪ̯le o͡ɪ̯ bɔkkɔɾ bɐd̪e ʃɔbɐ͡ɪ̯ ɐ͡ɪ̯ʃe?"
329,ellɐ gɔɾu kɔjtɐ gɐbo ho͡ɪ̯lo?
330,cɐ͡ɪ̯ɾtɐ।
331,cɐ͡ɪ̯ɾtɐ?
332,"ɪjɐ, o͡ɪ̯ chɐgol ɐce nɐkɪ?"
333,chɐgolo ɐttɐ।
334,pɐt̪ɐ-tɐt̪ɐ khɐlɐ͡ɪ̯ʃ nɐ?
335,gɦɐʃ-tɐʃ nɪjɐ ɟɐjɐ d̪e͡ɪ̯ʃ nɐ?
336,"ho, mu͡ɪ̯ bɐcho nɐ ɐɾɔ͡o̯!"
337,"kɔjd̪ɪn ɟe d̪eknu, pɐt̪ɐ kuhɐ͡ɪ̯lu?"
338,pɐt̪ɐ kɔɽɪ-tɽɪ nɪjɐ ɟɐjɐ khɐʃɪŋ t̪o।
339,pɐt̪ɐ kɪɽɪ nɪje ɟɐjɐ khɪle͡ɪ̯ʃ?
340,ɐ͡ɪ̯ɟgel pɐt̪ɐe̯ nɐ͡ɪ̯।
341,"t̪ɐ͡ɪ̯le t̪oɾ bɐɽɪjot̪ t̪hɐkt̪e ɪje bɦɐlo ɐchɪlo, ne?"
342,ɪpht̪eɾɪgɐɾe?
343,"mɐnuʃe dɐke dɐke khɪlechɪ khub, nɐjɐe̯?"
344,dɐkɪ nɪje nɪje ɟɐjɐ khɪlee̯?
345,bɐɽɪ ɐɾ elɐ͡ɪ̯?
346,t̪ɐ bɐɽɪjot̪ bɦɐloe̯ chɪlo?
347,"ɔde mɐnuʃɟɔ͡o̯ beʃɪ t̪ok elɐ koɾchɪlo, nojɐe̯?"
348,bɐɽɪt̪o nɪjɐ ɟɐjɐ ɪpt̪ɐɾ khɪlɐ͡ɪ̯chɪlo?
349,bɦɐt̪ khɪlɐ͡ɪ̯chɪlo?
350,"ote ɟe ɐge ɟe o͡ɪ̯, chobɐ͡ɪ̯nnɐ ɐchɪlo, chobɐ͡ɪ̯nnɐɾ bɛtɐ ɐchɪlo?"
351,"chobɐ͡ɪ̯nnɐɾ bɛtɐ t̪o, khub ɐmɾɔp koɾchɪlo।"
352,"chobɐ͡ɪ̯nʃeɾ bɛtɐ, chobɐ͡ɪ̯nʃeɾ bɛtɐ ko͡ɪ̯ t̪ɐɾ?"
353,"mu͡ɪ̯ nɐ d̪ekchoŋ, bedɪ khɐlɪ d̪u͡ɪ̯tɐ।"
354,bɛtɐ ɐce।<> bɛtɐ bɔɽo?
355,ʃɔb bɔɽo।
356,betɪ d̪uknɐ khɐlɪ bɔɽo।
357,mu͡ɪ̯ le͡ɪ̯ŋchoŋ ho͡ɪ̯lo e͡ɪ̯ ɟe kophɪ ɐɾ ho͡ɪ̯lo pɔlɪ।
358,e͡ɪ̯ d̪u͡ɪ̯t̪e͡ɪ̯ <> kophɪ ɐɾ koɾɪ?
359,pɔlɪ pɔlɪ।
360,kɔlɪ।
361,kolɪ nɐm?
362,kɔlɪ nɐ pɔlɪ?
363,omɐɾ bɐɽɪt̪o khɐ͡o̯wɐ d̪ɐ͡o̯wɐ koɾchɪ?
364,ʃɔgɐ͡ɪ̯ɾe bɐɽɪt̪o khɐ͡o̯wɐ d̪ɐ͡o̯wɐ koɾchɪnu।
365,ɔdɐ͡ɪ̯ nɪlɐ ɐche।
366,"o͡ɪ̯ d̪eʃɐɟpɐɾɪ ɟe buɽɐ ɐche ɟe, d̪eʃɪɟɪpɐɾɪ?"
367,o͡ɪ̯ khɪlee̯ nɐ͡ɪ̯ t̪ɔk?
368,khub ɪje?
369,khub <> hɛ?
370,<> hɪʃeɾ ʃɔ͡ɪ̯ʃ।
371,mu͡ɪ̯ ne d̪ekhulɪ bɦɐloe̯ ɐche।
372,"ʃɐhɐgeɾ gɦɔɾe, ʃɐhɐgeɾ bɔ͡u̯ɾ ʃɐt̪e ɟe khɐɾɪɾ!"
373,"mone koɾ kɐlɐ͡ɪ̯ tɐlɐ͡ɪ̯ d̪ee̯, ʃɐk-ʃɔbɟɪ d̪ee̯।"
374,"o͡ɪ̯ ɟe ɛkbɐɾ genu, mɐɟɟɦe gechul।"
375,t̪ɐt̪e e͡ɪ̯ɾɔkom ɔnek upɐkɐɾ koɾche e͡ɪ̯ɾɔkom।
376,mone koɾ kɐlɐ͡ɪ̯ nɐ t̪hɐkle ehon dɛ͡ɪ̯l ehonɐ <> d̪ee̯।
377,ʃɐg d̪ee̯।
378,ɟɔkhon ɟetɐ lɐge।
379,ɟɔkhon ɟɐ lɐge t̪ɔkhone t̪ɐ d̪ɪchɪlo।
380,ellɐ kɪ t̪oɾ cul kɐdɐbu?
381,"ho͡u̯, nɐh।"
382,t̪oɾ mocho t̪o choddee̯ ɐche।
383,mochgole kɐd̪ɪ hɔe̯।
384,ko͡ɪ̯ t̪oɾ mɔcho bɔɽo ho͡ɪ̯che t̪ɐɾ?
385,mocho t̪o chodɦe ɐche d̪ɐd̪ɐ।
386,t̪ɐ͡ɪ̯le ɐ͡ɪ̯ɟke kɐɾ bɐɽɪt̪o khɐ͡o̯wɐ d̪ɐ͡o̯wɐ?
387,ɐ͡ɪ̯ɟke t̪o t̪oɾe bɐɽɪt̪o।
388,moɾe bɐɽɪt̪o khɐ͡o̯wɐ d̪ɐ͡o̯wɐ?
389,kɪ khɐ͡ɪ̯ben?
390,ɟedɐ d̪en।
391,bɔɾoɾ muɾgɪ?
392,bɔɾoɾ khɐn nɐ?
393,khɐ͡ɪ̯ t̪o।
394,"t̪ɐ͡ɪ̯le bɔɽɪɾeɾ, bɔɽɪɾ d̪ɪje"
395,kɐlɐ͡ɪ̯jeɾ dɐ͡ɪ̯l khɐn nɐ?
396,kɐlɐ͡ɪ̯jeɾ dɐ͡ɪ̯l khɐ͡ɪ̯ t̪o।
397,<> hɛ?
398,thɐkɐɾɪ kɐlɐ͡ɪ̯।
399,thɐkɐɾɪ kɐlɐ͡ɪ̯?
400,thɐkɐɾɪ kɐlɐ͡ɪ̯ ɐnɪʃ।
401,thɐkɐɾɪ kɐlɐ͡ɪ̯ ɐʃɔm?
402,he he he he।
403,thɐkɐɾɪ kɐlɐ͡ɪ̯ d̪ɪje kɪ khɐ͡ɪ̯ben?
404,dɛ͡ɪ̯l?
405,thɐkɪ kɐlɐ͡ɪ̯ elɐ pɐ͡o̯wɐ ɟɐe̯?
406,pɐ͡o̯wɐ ɟɐe̯ nɐ?
407,"ɛŋkɾ khɐn nɐ, ɛŋkɾ?"
408,kɔ͡ɪ̯lke t̪o thɐkɪ kɐlɐ͡ɪ̯ eɾ dɛ͡ɪ̯l khɐchɪ।
409,ɛŋkɾ kɪ dɐ͡ɪ̯l nɐe̯?
410,dɛ͡ɪ̯l ho͡ɪ̯lɔ͡o̯ bɦɐd̪ lɐge nɐ।
411,kɛ bɦɐd̪ lɐ͡ɪ̯gɔbeɾ nɐ?
412,ɛŋlɐɾ dɐ͡ɪ̯l bole bɦɐd̪ lɐge nɐ!
413,hɐ hɐ!
414,"bɦɐt̪ɐ d̪ɪje khɪle͡ɪ̯m, bɦɐt̪ɐ।"
415,ho͡o̯͡o̯!
416,khɐbɐɾ nɐ͡ɪ̯?
417,bɦɐt̪ɐ khɐn nɐ?
418,"bɦɐt̪ɐ, dɐ͡ɪ̯l, ʃɐg, pɐg।"
419,ɐɾ ʃɐg।
420,nɪ͡ɪ̯ʃ।
421,pɐt ʃɐgo ɐnɪʃ?
422,pɐt ʃɐgeɾ ɟe d̪ɐm!
423,heh!
424,huh!
425,e͡ɪ̯ ɾɔmɟɐn mɐʃe ɟe pɐt ʃɐgeɾ ɟe d̪ɐm!
426,ʃed̪ɪn phɪɾɟ be͡ɪ̯jɐ nɪje ɐʃche t̪ɪɾɪʃ tehɐɾ pɐt ʃɐk।
427,t̪oɾ hɐɽɪɾ t̪ɐlɐe̯ poɽe nɐ।
428,pɐt̪eɾ mɐd̪ee̯ ɐte nɐ <> he।
429,ɐɾ t̪u͡ɪ̯ pɐt ʃɐg ɐnbeɾ ko͡ɪ̯ʃ?
430,pɐt ʃɐk t̪oɾ mone koɾ elɐ?
431,ʃɐɾ d̪ɪje ɪ͡ɪ̯ɾe ʃɐk t̪ole phɛle।
432,he?
433,t̪u͡ɪ̯ ɐnd̪ɪbeɾ ɟɐbu।
434,ɟɐjɐ d̪ekbu ho͡ɪ̯lo ɪjeɾ d̪ɔɽɐ͡o̯ poɽe nɐ।
435,e͡ɪ̯ ho͡ɪ̯lo ɔbost̪ɐ!
436,"ɪjɐ motɐmutɪ bɦɐloe̯ ho͡ɪ̯t̪e nɐ, ɪpt̪ɐɾɪ?"
437,ʃɔmoʃʃɐ nɐ͡ɪ̯?
438,"t̪u͡ɪ̯ t̪o mone hɔe̯ tɛkɐ d̪ɪcɪʃ ote, ɪpt̪ɐɾɪɾ ɟɔmɔe̯ kɔe̯ tɐkɐ d̪ɪcɪʃ?"
439,d̪u͡ɪ̯ʃo d̪ɪco।
440,"o, d̪u͡ɪ̯ʃo tɛkɐ d̪ɪcɪʃ?"
441,t̪omɾɐ ɪpt̪ɐɾɪ koɾen nɐ?
442,kɔjd̪ɪn?
443,ɪjɐ?
444,mu͡ɪ̯ tɛkɐ d̪ɪjɐ d̪ɪchuŋ ote।
445,d̪ɪchen?
446,kɔt̪o?
447,"mu͡ɪ̯ d̪u͡ɪ̯ʃo d̪ɪchuŋ ɐpɐt̪o, ɐɾɔ͡o̯ t̪ɪnʃo d̪e͡ɪ̯m ɐɾ kɪ।"
448,tɛtɐl pɐʃʃo tɐkɐ mɪl koɾɪ d̪e͡ɪ̯m।
449,oɾe mɔʃɐ gɐɽɪ d̪ɪle bɐ।
450,<> elɐ kɐ͡ɪ̯͡o̯ kɔt̪ɐ ʃɔmone nɐ d̪ehɪ।
451,"mɔɾɪjmok kɔ, mɔɾɪjm elɐ ɪjɐ koɾɪ d̪ɪbe।"
452,mɔɾɪjm ɐce nɐ?
453,"kɪɾe ɾɪŋku, kemon ɐchɪʃ?"
454,e͡ɪ̯ t̪o ɐchɔm mu͡ɪ̯ ɛk ɾɔkom ɐɾ kɪ।
455,t̪oɾ ʃɐt̪e kɪchuɟ gɔlɪgɔccho koɾɪm।
456,mobɐ͡ɪ̯lot̪ ɛkhonɐ ɾɔŋlɔ͡o̯ koɾɪm।
457,t̪o t̪ɐt̪e kono ʃɔmoʃʃɐ ho͡ɪ̯be t̪oɾ?
458,t̪umɪ bɦɐbɦɐm mɐnuʃ।
459,t̪umɪ cɐ͡ɪ̯le ɾɔŋd koɾno ɐɾɔ͡o̯ ɔnkɪcɔ͡o̯ koɾt̪e pɐɾo।
460,ʃetɐt̪e kono poɾem nɐ͡ɪ̯।
461,"t̪ɔe̯ ɐmɾɐ ɟe ɟɐjgɐtɐe̯ ɐcɪ, ɛtɐ hocce ɐmɐd̪ɐɾ, nɐ, ʃe͡ɪ̯tɐe̯।"
462,ʃund̪ɪɾ ɛktɐ ɟɐjgɐ।
463,"nɐ, ʃetɐ thɪk ɐce, ɛkhon t̪ɐ͡ɪ̯le ɪjɐ, t̪oɾ nɐm t̪eʃɐ mu͡ɪ̯ ɟɐnoŋ, t̪u͡ɪ̯ t̪o d̪ekhɔŋ, kɪ nɐm t̪eɾ?"
464,nɐm ɟod̪ɪ ɐbɐɾ nɪnn koɾɪ kɔ͡o̯wɐ lɐge?
465,t̪ɐ͡ɪ̯le t̪o ʃɔmoʃʃɐ!
466,"nɐ, t̪obu edɐ ko͡o̯, ʃɔmoʃʃɐ kɪ?"
467,t̪oɾ nɐm t̪o mu͡ɪ̯ ɟɐnoŋ।
468,"mɛdɪ ɐmɪ khɐn ɐmɐɾ nɐm, ʃetɐ t̪o t̪umɪ ɟɐno, ho, ʃe͡ɪ̯tɐe̯।"
469,ɐmɐɾ nɐm khɐn।
470,"bɔjoʃ t̪hɐlɪ ɪjɐ, tu͡ɪ̯nɪ ʃɪk।"
471,tɪndɪ ʃɪkɪ kɔt̪o ɐ͡ɪ̯ʃe?
472,chɐbbɪʃ।
473,chɐbbɪʃ bɔd̪d̪ɦoɾ ho͡ɪ̯bɐɾ lɐge elɐ?
474,"cɔ͡ɪ̯lbɐɾ lɐge, e͡ɪ̯tɐ ʃɐɾtɪphɪkt kɔɾtʃo, o।"
475,lɪgɪl ʃɐt̪ɐ͡ɪ̯ʃ।
476,"<> ehon ʃɐɾtɪphɪktɐe̯ t̪o mɐnuʃ beʃɪ ʃɔe̯ koɾe, o͡ɪ̯t̪o o͡ɪ̯tɐ͡ɪ̯ bɔlɐ ucche।"
477,"hɐmɐ ɟɔkɐ o͡ɪ̯ mɐtɪt̪ ɐcno, kɔt̪o ɐddɐ d̪ɪcno, kɔt̪o ɐddɐ d̪ɪcno, kɔt̪o ɐddɐ d̪ɪcno, kɔt̪o ɐddɐ d̪ɪcno, kɔt̪o ɐddɐ d̪ɪcno, kɔt̪o ɐddɐ d̪ɪcno, kɔt̪o "
478,kɪ ʃɔbʃɐcɐɾ?
479,"ɐge ɐbɐd̪ɪk chɪlo, ɛkʃɐt̪e kɪ mɔɟɐ ho͡ɪ̯chɪlo, hum।"
480,t̪ɔkɐn nɐjɐgɐɾɪɾ ɐʃɐɾ ɐchɪlo।
481,t̪ɐ o͡ɪ̯gɐ kɪ ɐmɪ bɦulɪ gecɪ?
482,"o͡ɪ̯ cɛŋɽɐ-pɛŋɽɐgolɐ ʃɔmɐɾe kɔt̪o ɐddɐ,kɪ ʃɔbʃɐt̪e।"
483,"ɛpɐke ho͡ɪ̯lo, muʃoɾɪmeɾ ɛkpɐʃe"
484,"ɛpɐke ʃɪboɾ ɛkpɐʃe, d̪u͡ɪ̯pɐke d̪u͡ɪ̯ɟon, bɦɐbɦɐɾ koɾɪ o͡ɪ̯llɐ khelɐ o͡ɪ̯ ɟe ʃɔkɐlbelɐ bɦɐɾoɾoʃo, bɦɐbɦɐɾoʃoʃo ʃuɾoʃoɾ koɾɪ o͡ɪ̯llɐ khelɐ kɪ d̪ɦɐmce ho͡ɪ"
485,t̪oɾ mone ɐce e͡ɪ̯gɐ?
486,mone nɐ͡ɪ̯?
487,"<> mɐmɐɾ cɪtɪ t̪oɾ ɾompɐɾeɾ ɐchɪlo, kɪ kɔt̪ɐ mone ɐce nɐkɪ t̪oɾ d̪ekhɔŋ d̪u͡ɪ̯ ɛktɐ?"
488,"ɛkbɐɾe pɾɐnɐ ʃunbɪ, nɐ <> hɛ̃, t̪u͡ɪ̯ puɾɐnɐe̯ k d̪ekhɔŋ।"
489,"ɛkbɐɾe pɾɐnɐ, ɐmɪ t̪oɾ bɐɽɪt̪o beɽbɐɾ gecɪlɐm, h, buɟɟɪʃ?"
490,"ho, ho।"
491,"hɐp-pɐtɪ pɐn chɪlo, t̪o t̪u͡ɪ̯ ɐmɐk kɔ͡ɪ̯ʃ ɟe, bɦɐ͡ɪ̯jɐ, nɔɾoʃ t̪ɔk t̪ɔkɐn pɐnɪ beʃɪ, hɛ̃?"
492,"t̪ɔkɐ t̪u͡ɪ̯ ɐmɐk kɪ koɾcɪʃ, konot̪ nɪjɐ nɪd̪ɪ d̪ɦɐɽ koɾɪ d̪ɪcɪʃ।"
493,e͡ɪ̯dɐɾot̪।
494,"o͡ɪ̯ ɟe, ʃɔbuɟeɾ gɦɔɾe ɟete gɦɐʃ lɐgɐ͡ɪ̯ce nɐ?"
495,"hu,hu।"
496,o͡ɪ̯ d̪ɦɐnd̪ɦo d̪ɦɐl koɾɪ d̪ɪcɪʃ।
497,"d̪ɪjɐ pɔɾe t̪u͡ɪ̯ bɛk d̪ɪjɐ cɔɽɪ gecɪʃ, ɐmɪ pɔɾe bɐɽɪt̪o cɔɽɪ ɐccɪ, ɐmɐɾ spɔʃtɪ mone ɐce।"
498,ɐɾ kɪ ʃunbɪ k?
499,t̪ɐ͡ɪ̯le elɐ t̪ɐ͡ɪ̯le
500,chudɪ t̪oɾ kɔjd̪ɪn?
501,"e͡ɪ̯ bɦɐ͡ɪ̯, ʃɔɾeɾ pɔt̪he, ɐcɪ ɐɾ pɐ̃̃c-ʃɐt̪ d̪ɪn।"
502,pɐʃ-ʃɐd̪ɪn ɐcɪʃ?
503,"t̪ɐ ehon, ɐntɪ bɦɐlo ɐce bɐɽɪt̪e?"
504,"bɦɐlo nɐ͡ɪ̯, o͡ɪ̯ ɟe ɐmmuɾ ʃɐ͡ɪ̯ʃɔmɐɾ ʃɐ͡ɪ̯ʃɔmɐɾ ʃɐ͡ɪ̯ʃɔmɐɾ ʃɐ͡ɪ̯ʃɔmɐɾ kɔɾɐ͡ɪ̯lɐm, ʃɔbkɪc nɪɟe͡ɪ̯ koɾt̪e hɔe̯।"
505,"o, t̪ɐ͡ɪ̯le ʃɐ͡ɪ̯ʃɐm, ɛkn kɪ ɾɔŋpɐe̯ ɐce nɐ bɐɽɐe̯?"
506,"nɐ, bɐɽɐe̯ nɪjɐ ɐʃcɪ।"
507,bɐɽɪt̪o nɪjɐ ɐʃcen?
508,"t̪o ʃuʃ ɐce t̪o, nɐ?"
509,ɐllɐe̯ d̪ɪle motɐmutɪ ʃuʃ।
510,"t̪ɐ͡ɪ̯le o͡ɪ̯, khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ ho͡ɪ̯ce t̪o, nɐ, ʃɪhɐɾt̪o?"
511,"ho, ʃɪhɐɾt̪o khɐ͡ɪ̯cɪ।"
512,kɪ d̪ɪ khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ koɾlu?
513,"bɦɐbɦɐ, tɛŋɾɐ mɐc, kɪnɪ nɪjɐ gecɪlɐm ɐɾ kɪnu muɾgɪ"
514,otɐ͡o̯ bɦɐbɪ koɾcɪlɐm।
515,t̪u͡ɪ̯ ɾɐnnɐ koɾcɪʃ?
516,ɐmɪ ɾɐnnɐ koɾcɪ।
517,ɾɐnnɐ koɾt̪e pɐɾɪʃ?
518,ɐmɪ ʃɔbɪ koɾt̪e pɐɾɪ।
519,"e ɟɔgt̪e ɟɐ kɐɟ ɐce, ɟetɐ d̪ɛkhbo, d̪ekhɐɾ pɔɾ ɐmɐɾ mone ho͡ɪ̯t̪e pɐɾbo।"
520,"t̪oɾ ɐbbu t̪o ɐce bɐɽɪt̪e, nɐ?"
521,"hum, bɐɾɪɽe ɐce।"
522,bɐɽɪɾ ʃɔbɐ͡ɪ̯ ɾoɟɐ ɐce nɐ?
523,khɐlɪ t̪o ɐmmu nɐ͡ɪ̯ mone hɔe̯?
524,"ɐbbu ɾoɟɐ koɾt̪e pɐɾe nɐ, oɾɐɾ ɛktɪ ʃɔmoʃʃɐ ɐce, gɛ͡ɪ̯ʃɪkɾeɾ ʃɔmoʃʃɐ।"
525,"ɐɾ ɐmmu t̪o ɔpɐɾeʃeɾ ɾugɪ, <>"
526,"t̪ɐɾpɔɾ t̪oɾ khelɐd̪ɦɐ, kon khelɐ pɔcd̪o ʃɔbceje?"
527,"ɐmɪ, ɛkhon, khelɐ pɔchond̪ t̪o ɔnekgulɐ ɐmɐɾ, t̪ɐɾomd̪d̪e phɔbɐɾɪt khelɐ ɐmɐɾ photɔbol।"
528,phutbol khelɐ ɐmɐɾ ʃɔbt̪hɐkɪ phɔbɐɾt khelɐ।
529,"ɐmɐɾ pɾɪ khelɐ͡o̯wɐɾ mɛʃɪ, t̪u͡ɪ̯ ɛtɐ bɦɐlo koɾɪ-͡ɪ̯ ɟɐnɪʃ।"
530,"mɛŋʃ ɐmɪ ɐtt koɾcɪlɐm, ɛtɐ ʃɔbɐ͡ɪ̯ d̪ekce।"
531,"ɛboŋ ɐtɪst ke, ɛtɐ t̪umɪ bɦɐlo koɾɪ-͡ɪ̯ ɟɐno।"
532,"hɛ̃, ʃe͡ɪ̯ ʃɔmɔe̯ ɐmɾɐ kɐptɐ pɐ͡ɪ̯ nɐ͡ɪ̯ ʃɐle kɐptɐ ɟɪt̪ɪ koɾcɪ, kɪnt̪u ebɐɾ ɐmɾɐ e͡ɪ̯ ʃɐle kɐptɐ ɟɪt̪ɪ koɾchɪ, t̪ɐ͡ɪ̯ nɐ?"
533,"ɛtɐ ɐmɐd̪eɾ gɔɾbɔɾ bɪʃ ɟe, nɐ ɐmɾɐ ɐʃole ebɐɾ kɐp"
534,pɐchɪ।
535,ɐmɪ ʃɐt̪hɔk।
536,"ɟetɐ ʃɔmoɾɔt̪o koɾcɪ, ʃetɐ ɐmɪ ʃɔɾɔt̪k।"
537,"cɪke t̪o, ɐmɾɐ ʃe͡ɪ̯ ʃɔmɔe̯ ete o͡ɪ̯ ɟe bɛɾɐɾ lɐge d̪ɪcono, khelɐl ɐce t̪oɾ?"
